ghn_ward_id,ma_xa,ten_xa,ghn_district_id,ten_huyen,ghn_province_id,ten_tinh,region,buu_cuc_ma,buu_cuc_ten,am_name,am_phone,nhan_vien,sl_lay,sl_giao
21008,,Phường 8,1452,Quận 10,202,Hồ Chí Minh,HCM,22370000,Bưu Cục 7A/3 Thành Thái-Phường Diên Hồng-HCM,,,,,
421002,24868,Thị trấn Nam Ban,1958,Huyện Lâm Hà,209,Lâm Đồng,NTB,21458000,Bưu Cục TDP Ba Đình-Lâm Hà-Lâm Đồng,,,,,
290201,16729,Phường Nghi Hải,1842,Thị xã Cửa Lò,235,Nghệ An,BTB,22923000,Bưu Cục Đường K34-Vinh Lộc-Nghệ An,,,,,
91284,,Xã Hồng Sơn,3267,Huyện Sơn Dương,228,Tuyên Quang,DBB,21622000,Bưu Cục Lõng Khu-Sơn Nam-Sơn Dương-Tuyên Quang,,,,,
170701,06922,Thị trấn Quảng Hà,1940,Huyện Hải Hà,230,Quảng Ninh,XBG,20841000,Bưu Cục Thôn 1-Hải Hà-Quảng Ninh,,,,,
800304,28771,Phường An Hội,1558,Thành phố Bến Tre,213,Bến Tre,ĐCL,1180,Bưu Cục 89 Nguyễn Thị Định-TP.Bến Tre,,,,,
29071,16813,Thị trấn Mường Xén,3211,Huyện Kỳ Sơn,235,Nghệ An,BTB,20527002,Điểm xử lý hàng Thị Trấn Mường Xén-Kỳ Sơn-Nghệ An,,,,,
290713,16858,Xã Mường Típ,3211,Huyện Kỳ Sơn,235,Nghệ An,BTB,20527002,Điểm xử lý hàng Thị Trấn Mường Xén-Kỳ Sơn-Nghệ An,,,,,
291608,17839,Xã Nghi Hưng,1854,Huyện Nghi Lộc,235,Nghệ An,BTB,21399000,Bưu Cục Xóm 15 Xã Nghi Lâm-Nghi Lộc-Nghệ An,,,,,
90730,,Xã Tuân Lộ,3267,Huyện Sơn Dương,228,Tuyên Quang,DBB,21622000,Bưu Cục Lõng Khu-Sơn Nam-Sơn Dương-Tuyên Quang,,,,,
30210,11374,Phường Lam Sơn,1588,Quận Lê Chân,224,Hải Phòng,XBG,21427000,Bưu Cục Vĩnh Niệm-Lê Chân-Hải Phòng,,,,,
30207,11392,Phường Hàng Kênh,1588,Quận Lê Chân,224,Hải Phòng,XBG,21427000,Bưu Cục Vĩnh Niệm-Lê Chân-Hải Phòng,,,,,
640209,31456,Xã Vĩnh Trung,2048,Huyện Vị Thuỷ,250,Hậu Giang,TNB,20816000,Bưu Cục 06 Nguyễn Tri Phương-Vị Thuỷ-Hậu Giang,,,,,
640207,31444,Xã Vị Trung,2048,Huyện Vị Thuỷ,250,Hậu Giang,TNB,20816000,Bưu Cục 06 Nguyễn Tri Phương-Vị Thuỷ-Hậu Giang,,,,,
640606,31345,Xã Tân Hoà,1912,Huyện Châu Thành A,250,Hậu Giang,TNB,22783000,Bưu Cục 88 Quốc Lộ 61C-Xã Tân Hòa-Hậu Giang,,,,,
291409,17619,Xã Giang Sơn Đông,1843,Huyện Đô Lương,235,Nghệ An,BTB,20391000,Bưu Cục Khối 9-Đô Lương-Nghệ An,,,,,
800302,25630,Phường Long Hoa,1721,Thị xã Hòa Thành,240,Tây Ninh,DNB,22860000,Bưu Cục 295 Nguyễn Văn Linh-Long Hoa-Tây Ninh,,,,,
10678,,,,,,,XBG,20989000,Bưu Cục 827 Trần Hưng Đạo-Kinh Môn-Hải Dương,,,,,
230111,04816,Xã Sủ Ngòi,1678,Thành phố Hòa Bình,267,Hòa Bình,TNT,21623000,Bưu Cục Trần Hưng Đạo-Quỳnh Lâm-Hòa Bình,,,,,
800260,04810,Phường Kỳ Sơn,1678,Thành phố Hòa Bình,267,Hòa Bình,TNT,21623000,Bưu Cục Trần Hưng Đạo-Quỳnh Lâm-Hòa Bình,,,,,
91456,,Xã Đại Hùng,1712,Thành phố Sầm Sơn,234,Thanh Hóa,BTB,22093000,Bưu Cục 286 Lê Lợi-Trường Sơn-Sầm Sơn-Thanh Hóa,,,,,
630611,24712,Xã Quảng Phú,2151,Huyện Krông Nô,241,Đắk Nông,NTB,20591000,Bưu Cục 73 Nguyễn Tất Thành-Krông Nô-Đắk Nông,,,,,
290610,17167,Xã Quỳnh Hậu,1848,Huyện Quỳnh Lưu,235,Nghệ An,BTB,20862000,Bưu Cục Xóm 8 Quỳnh Hậu-Quỳnh Lưu-Nghệ An,,,,,
291618,17926,Xã Nghi Thái,1854,Huyện Nghi Lộc,235,Nghệ An,BTB,22923000,Bưu Cục Đường K34-Vinh Lộc-Nghệ An,,,,,
140813,04093,Xã Tú Nang,2267,Huyện Yên Châu,266,Sơn La,TBB,22429000,Bưu Cục 266 Đường 8 Tháng 5-Xã Yên Châu-Sơn La,,,,,
140804,04090,Xã Chiềng Khoi,2267,Huyện Yên Châu,266,Sơn La,TBB,22429000,Bưu Cục 266 Đường 8 Tháng 5-Xã Yên Châu-Sơn La,,,,,
91472,,Xã Minh Lương,1848,Huyện Quỳnh Lưu,235,Nghệ An,BTB,20862000,Bưu Cục Xóm 8 Quỳnh Hậu-Quỳnh Lưu-Nghệ An,,,,,
491301,28159,Thị trấn Cần Giuộc,1907,Huyện Cần Giuộc,211,Long An,DNB,22849000,Bưu Cục Ấp Ngoài-Xã Phước Lý-Long An,,,,,
420417,25007,Xã Tân Lâm,3160,Huyện Di Linh,209,Lâm Đồng,NTB,20942000,Bưu Cục 1322 Hùng Vương-Di Linh-Lâm Đồng,,,,,
140803,04078,Xã Chiềng Hặc,2267,Huyện Yên Châu,266,Sơn La,TBB,22429000,Bưu Cục 266 Đường 8 Tháng 5-Xã Yên Châu-Sơn La,,,,,
140806,04072,Xã Chiềng Pằn,2267,Huyện Yên Châu,266,Sơn La,TBB,22429000,Bưu Cục 266 Đường 8 Tháng 5-Xã Yên Châu-Sơn La,,,,,
351308,21337,Xã Sơn Tân,3270,Huyện Sơn Tây,242,Quảng Ngãi,TTB,21297000,Bưu cục Thị trấn Di Lăng-Sơn Hà-Quảng Ngãi,,,,,
350602,21328,Xã Sơn Ba,2210,Huyện Sơn Hà,242,Quảng Ngãi,TTB,21297000,Bưu cục Thị trấn Di Lăng-Sơn Hà-Quảng Ngãi,,,,,
540511,30877,Xã Thạnh Trị,1831,Huyện Tân Hiệp,219,Kiên Giang,TNB,22810000,Bưu Cục 729 Đông An-Xã Tân Hiệp-Kiên Giang,,,,,
80111,02659,Phường Thống Nhất,1682,Thành phố Lào Cai,269,Lào Cai,TBB,20982000,Bưu Cục Thôn Tả Hà 3-Bảo Thắng-Lào Cai,,,,,
90765,78802,Phường An Phú,3695,Thành Phố Thủ Đức,202,Hồ Chí Minh,HCM,20102000,Bưu cục 58 Vũ Tông Phan-Q.2-HCM,,,,,
630602,24694,Xã Buôn Choah,2151,Huyện Krông Nô,241,Đắk Nông,NTB,20591000,Bưu Cục 73 Nguyễn Tất Thành-Krông Nô-Đắk Nông,,,,,
270813,14566,Xã Khánh Phú,1714,Huyện Yên Khánh,233,Ninh Bình,TNT,21626000,Bưu Cục 26 Phạm Thận Duật-Bích Đào-Ninh Bình,,,,,
450502,22804,Xã Phước Chính,3129,Huyện Bác Ái,261,Ninh Thuận,NTB,20316000,Bưu Cục 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,,,,,
90711,02578,Xã Hợp Hòa,3267,Huyện Sơn Dương,228,Tuyên Quang,DBB,21622000,Bưu Cục Lõng Khu-Sơn Nam-Sơn Dương-Tuyên Quang,,,,,
150418,08215,Xã Sơn Cương,3290,Huyện Thanh Ba,229,Phú Thọ,TNT,22118000,Bưu Cục Đồng Xuân-Thanh-Ba Phú Thọ,,,,,
590304,31591,Xã Mỹ Hương,2173,Huyện Mỹ Tú,218,Sóc Trăng,TNB,21530000,Bưu Cục 39 Tỉnh Lộ 940-Huỳnh Hữu Nghĩa-Mỹ Tú-Sóc Trăng,,,,,
351102,21442,Xã Phổ An,1930,Thị xã Đức Phổ,242,Quảng Ngãi,TTB,21596000,Bưu Cục KDC Nam Khang-Đức Thạnh-Mộ Đức-Quảng Ngãi,,,,,
291405,17668,Xã Đà Sơn,1843,Huyện Đô Lương,235,Nghệ An,BTB,20391000,Bưu Cục Khối 9-Đô Lương-Nghệ An,,,,,
1A1310,00484,Xã Liên Hà,1582,Huyện Đông Anh,201,Hà Nội,HNO,20010000,Bưu Cục Vân Hà-Đông Anh-HN,,,,,
210405,10723,Xã An Sinh,1818,Thị xã Kinh Môn,225,Hải Dương,XBG,20989000,Bưu Cục 827 Trần Hưng Đạo-Kinh Môn-Hải Dương,,,,,
210406,10678,Xã Bạch Đằng,1818,Thị xã Kinh Môn,225,Hải Dương,XBG,20989000,Bưu Cục 827 Trần Hưng Đạo-Kinh Môn-Hải Dương,,,,,
140805,04084,Xã Chiềng On,2267,Huyện Yên Châu,266,Sơn La,TBB,22429000,Bưu Cục 266 Đường 8 Tháng 5-Xã Yên Châu-Sơn La,,,,,
140801,04060,Thị trấn Yên Châu,2267,Huyện Yên Châu,266,Sơn La,TBB,22429000,Bưu Cục 266 Đường 8 Tháng 5-Xã Yên Châu-Sơn La,,,,,
21005,,Phường 5,1452,Quận 10,202,Hồ Chí Minh,HCM,22370000,Bưu Cục 7A/3 Thành Thái-Phường Diên Hồng-HCM,,,,,
540501,30850,Thị trấn Tân Hiệp,1831,Huyện Tân Hiệp,219,Kiên Giang,TNB,22810000,Bưu Cục 729 Đông An-Xã Tân Hiệp-Kiên Giang,,,,,
270113,14353,Xã Ninh Phúc,1615,Thành phố Ninh Bình,233,Ninh Bình,TNT,21626000,Bưu Cục 26 Phạm Thận Duật-Bích Đào-Ninh Bình,,,,,
150108,07897,Phường Tân Dân,1602,Thành phố Việt Trì,229,Phú Thọ,TNT,22875000,Bưu Cục 1165 Đại Lộ Hùng Vương-Thanh Miếu-Phú Thọ,,,,,
351303,21346,Xã Sơn Lập,3270,Huyện Sơn Tây,242,Quảng Ngãi,TTB,21297000,Bưu cục Thị trấn Di Lăng-Sơn Hà-Quảng Ngãi,,,,,
630601,24688,Thị trấn Đắk Mâm,2151,Huyện Krông Nô,241,Đắk Nông,NTB,20591000,Bưu Cục 73 Nguyễn Tất Thành-Krông Nô-Đắk Nông,,,,,
540510,30862,Xã Thạnh Đông B,1831,Huyện Tân Hiệp,219,Kiên Giang,TNB,22810000,Bưu Cục 729 Đông An-Xã Tân Hiệp-Kiên Giang,,,,,
290612,17179,Xã Quỳnh Hồng,1848,Huyện Quỳnh Lưu,235,Nghệ An,BTB,20862000,Bưu Cục Xóm 8 Quỳnh Hậu-Quỳnh Lưu-Nghệ An,,,,,
270110,14326,Phường Thanh Bình,1615,Thành phố Ninh Bình,233,Ninh Bình,TNT,21626000,Bưu Cục 26 Phạm Thận Duật-Bích Đào-Ninh Bình,,,,,
491317,,Xã Trường Bình,1907,Huyện Cần Giuộc,211,Long An,DNB,22849000,Bưu Cục Ấp Ngoài-Xã Phước Lý-Long An,,,,,
290202,16726,Phường Nghi Hòa,1842,Thị xã Cửa Lò,235,Nghệ An,BTB,22923000,Bưu Cục Đường K34-Vinh Lộc-Nghệ An,,,,,
351408,,Xã Trà Trung,2222,Huyện Tây Trà,242,Quảng Ngãi,TTB,21297000,Bưu cục Thị trấn Di Lăng-Sơn Hà-Quảng Ngãi,,,,,
800297,21147,Xã Hương Trà,3304,Huyện Trà Bồng,242,Quảng Ngãi,TTB,21297000,Bưu cục Thị trấn Di Lăng-Sơn Hà-Quảng Ngãi,,,,,
630612,24699,Xã Tân Thành,2151,Huyện Krông Nô,241,Đắk Nông,NTB,20591000,Bưu Cục 73 Nguyễn Tất Thành-Krông Nô-Đắk Nông,,,,,
630609,24703,Xã Nâm Nung,2151,Huyện Krông Nô,241,Đắk Nông,NTB,20591000,Bưu Cục 73 Nguyễn Tất Thành-Krông Nô-Đắk Nông,,,,,
1B1602,09580,Phường Ngô Quyền,1711,Thị xã Sơn Tây,201,Hà Nội,HNO,20934000,Bưu Cục 203 La Thành-Sơn Tây-HN,,,,,
90717,02614,Xã Ninh Lai,3267,Huyện Sơn Dương,228,Tuyên Quang,DBB,21622000,Bưu Cục Lõng Khu-Sơn Nam-Sơn Dương-Tuyên Quang,,,,,
480115,26005,Phường Tân Hòa,1536,Thành phố Biên Hòa,204,Đồng Nai,DNB,21480000,Bưu Cục 145/36/4 Điểu Xiển-Tân Biên-TP.Biên Hòa-Đồng Nai,,,,,
590307,31597,Xã Mỹ Tú,2173,Huyện Mỹ Tú,218,Sóc Trăng,TNB,21530000,Bưu Cục 39 Tỉnh Lộ 940-Huỳnh Hữu Nghĩa-Mỹ Tú-Sóc Trăng,,,,,
91457,,Xã Thái Lai,1877,Huyện Hà Trung,234,Thanh Hóa,BTB,22419000,Bưu Cục 37 Nguyễn Hoàng QL1A-Xã Hà Trung-Thanh Hóa,,,,,
282121,15325,Xã Hà Tiến,1877,Huyện Hà Trung,234,Thanh Hóa,BTB,22419000,Bưu Cục 37 Nguyễn Hoàng QL1A-Xã Hà Trung-Thanh Hóa,,,,,
560101,,Phường 1,1558,Thành phố Bến Tre,213,Bến Tre,ĐCL,1180,Bưu Cục 89 Nguyễn Thị Định-TP.Bến Tre,,,,,
291213,17407,Xã Diễn Hùng,1847,Huyện Diễn Châu,235,Nghệ An,BTB,22035000,Bưu Cục Xóm Xuân Đình-Diễn Hồng-Diễn Châu-Nghệ An,,,,,
800261,04919,Xã Thịnh Minh,1678,Thành phố Hòa Bình,267,Hòa Bình,TNT,21623000,Bưu Cục Trần Hưng Đạo-Quỳnh Lâm-Hòa Bình,,,,,
350604,21316,Xã Sơn Cao,2210,Huyện Sơn Hà,242,Quảng Ngãi,TTB,21297000,Bưu cục Thị trấn Di Lăng-Sơn Hà-Quảng Ngãi,,,,,
421006,24904,Xã Gia Lâm,1958,Huyện Lâm Hà,209,Lâm Đồng,NTB,21458000,Bưu Cục TDP Ba Đình-Lâm Hà-Lâm Đồng,,,,,
491314,,Xã Tân Kim,1907,Huyện Cần Giuộc,211,Long An,DNB,22849000,Bưu Cục Ấp Ngoài-Xã Phước Lý-Long An,,,,,
290619,17203,Xã Quỳnh Nghĩa,1848,Huyện Quỳnh Lưu,235,Nghệ An,BTB,20862000,Bưu Cục Xóm 8 Quỳnh Hậu-Quỳnh Lưu-Nghệ An,,,,,
290629,17182,Xã Quỳnh Yên,1848,Huyện Quỳnh Lưu,235,Nghệ An,BTB,20862000,Bưu Cục Xóm 8 Quỳnh Hậu-Quỳnh Lưu-Nghệ An,,,,,
291628,17905,Xã Nghi Xuân,1854,Huyện Nghi Lộc,235,Nghệ An,BTB,22923000,Bưu Cục Đường K34-Vinh Lộc-Nghệ An,,,,,
1A0603,00163,Phường Mai Dịch,1485,Quận Cầu Giấy,201,Hà Nội,HNO,20839000,Bưu Cục 41 Phố Nguyễn Khả Trạc-Q.Cầu Giấy-HN,,,,,
351407,,Xã Trà Thọ,2222,Huyện Tây Trà,242,Quảng Ngãi,TTB,21297000,Bưu cục Thị trấn Di Lăng-Sơn Hà-Quảng Ngãi,,,,,
630604,24709,Xã Đắk Nang,2151,Huyện Krông Nô,241,Đắk Nông,NTB,20591000,Bưu Cục 73 Nguyễn Tất Thành-Krông Nô-Đắk Nông,,,,,
540504,30859,Xã Tân Hiệp B,1831,Huyện Tân Hiệp,219,Kiên Giang,TNB,22810000,Bưu Cục 729 Đông An-Xã Tân Hiệp-Kiên Giang,,,,,
270111,14329,Phường Vân Giang,1615,Thành phố Ninh Bình,233,Ninh Bình,TNT,21626000,Bưu Cục 26 Phạm Thận Duật-Bích Đào-Ninh Bình,,,,,
270103,14338,Phường Nam Bình,1615,Thành phố Ninh Bình,233,Ninh Bình,TNT,21626000,Bưu Cục 26 Phạm Thận Duật-Bích Đào-Ninh Bình,,,,,
1B1608,09595,Phường Viên Sơn,1711,Thị xã Sơn Tây,201,Hà Nội,HNO,20934000,Bưu Cục 203 La Thành-Sơn Tây-HN,,,,,
450204,22816,Xã Lương Sơn,1855,Huyện Ninh Sơn,261,Ninh Thuận,NTB,20316000,Bưu Cục 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,,,,,
150419,,Xã Thái Ninh,3290,Huyện Thanh Ba,229,Phú Thọ,TNT,22118000,Bưu Cục Đồng Xuân-Thanh-Ba Phú Thọ,,,,,
282111,15316,Xã Hà Lĩnh,1877,Huyện Hà Trung,234,Thanh Hóa,BTB,22419000,Bưu Cục 37 Nguyễn Hoàng QL1A-Xã Hà Trung-Thanh Hóa,,,,,
640609,31351,Xã Trường Long A,1912,Huyện Châu Thành A,250,Hậu Giang,TNB,22783000,Bưu Cục 88 Quốc Lộ 61C-Xã Tân Hòa-Hậu Giang,,,,,
290119,16711,Xã Hưng Hòa,1617,Thành phố Vinh,235,Nghệ An,BTB,22694000,Bưu Cục 5 Võ Thúc Đồng-Trường Vinh-Nghệ An,,,,,
800158,10711,Phường Phạm Thái,1818,Thị xã Kinh Môn,225,Hải Dương,XBG,20989000,Bưu Cục 827 Trần Hưng Đạo-Kinh Môn-Hải Dương,,,,,
140811,04099,Xã Phiêng Khoài,2267,Huyện Yên Châu,266,Sơn La,TBB,22429000,Bưu Cục 266 Đường 8 Tháng 5-Xã Yên Châu-Sơn La,,,,,
140815,04087,Xã Yên Sơn,2267,Huyện Yên Châu,266,Sơn La,TBB,22429000,Bưu Cục 266 Đường 8 Tháng 5-Xã Yên Châu-Sơn La,,,,,
351306,21338,Xã Sơn Màu,3270,Huyện Sơn Tây,242,Quảng Ngãi,TTB,21297000,Bưu cục Thị trấn Di Lăng-Sơn Hà-Quảng Ngãi,,,,,
290633,17209,Xã Tiến Thủy,1848,Huyện Quỳnh Lưu,235,Nghệ An,BTB,20862000,Bưu Cục Xóm 8 Quỳnh Hậu-Quỳnh Lưu-Nghệ An,,,,,
491311,28162,Xã Phước Lý,1907,Huyện Cần Giuộc,211,Long An,DNB,22849000,Bưu Cục Ấp Ngoài-Xã Phước Lý-Long An,,,,,
450507,22798,Xã Phước Thành,3129,Huyện Bác Ái,261,Ninh Thuận,NTB,20316000,Bưu Cục 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,,,,,
291630,17917,Xã Phúc Thọ,1854,Huyện Nghi Lộc,235,Nghệ An,BTB,22923000,Bưu Cục Đường K34-Vinh Lộc-Nghệ An,,,,,
20205,,Phường Bình Khánh,1443,Quận 2,202,Hồ Chí Minh,HCM,20102000,Bưu cục 58 Vũ Tông Phan-Q.2-HCM,,,,,
350614,21310,Xã Sơn Trung,2210,Huyện Sơn Hà,242,Quảng Ngãi,TTB,21297000,Bưu cục Thị trấn Di Lăng-Sơn Hà-Quảng Ngãi,,,,,
20612,27358,Phường 12,1448,Quận 6,202,Hồ Chí Minh,HCM,21627000,Bưu Cục 116A Bà Hom-Phường 13-Quận 6-HCM,,,,,
491306,28165,Xã Long Thượng,1907,Huyện Cần Giuộc,211,Long An,DNB,22849000,Bưu Cục Ấp Ngoài-Xã Phước Lý-Long An,,,,,
640205,31465,Xã Vị Thanh,2048,Huyện Vị Thuỷ,250,Hậu Giang,TNB,20816000,Bưu Cục 06 Nguyễn Tri Phương-Vị Thuỷ-Hậu Giang,,,,,
640206,31447,Xã Vị Thuỷ,2048,Huyện Vị Thuỷ,250,Hậu Giang,TNB,20816000,Bưu Cục 06 Nguyễn Tri Phương-Vị Thuỷ-Hậu Giang,,,,,
290114,16699,Phường Trung Đô,1617,Thành phố Vinh,235,Nghệ An,BTB,22694000,Bưu Cục 5 Võ Thúc Đồng-Trường Vinh-Nghệ An,,,,,
280308,16516,Xã Quảng Hùng,1712,Thành phố Sầm Sơn,234,Thanh Hóa,BTB,22093000,Bưu Cục 286 Lê Lợi-Trường Sơn-Sầm Sơn-Thanh Hóa,,,,,
350608,21325,Xã Sơn Kỳ,2210,Huyện Sơn Hà,242,Quảng Ngãi,TTB,21297000,Bưu cục Thị trấn Di Lăng-Sơn Hà-Quảng Ngãi,,,,,
351405,,Xã Trà Quân,2222,Huyện Tây Trà,242,Quảng Ngãi,TTB,21297000,Bưu cục Thị trấn Di Lăng-Sơn Hà-Quảng Ngãi,,,,,
630606,24706,Xã Đức Xuyên,2151,Huyện Krông Nô,241,Đắk Nông,NTB,20591000,Bưu Cục 73 Nguyễn Tất Thành-Krông Nô-Đắk Nông,,,,,
21009,,Phường 9,1452,Quận 10,202,Hồ Chí Minh,HCM,22370000,Bưu Cục 7A/3 Thành Thái-Phường Diên Hồng-HCM,,,,,
420419,25006,Xã Tân Thượng,3160,Huyện Di Linh,209,Lâm Đồng,NTB,20942000,Bưu Cục 1322 Hùng Vương-Di Linh-Lâm Đồng,,,,,
150123,07930,Xã Trưng Vương,1602,Thành phố Việt Trì,229,Phú Thọ,TNT,22875000,Bưu Cục 1165 Đại Lộ Hùng Vương-Thanh Miếu-Phú Thọ,,,,,
20203,,Phường An Phú,1443,Quận 2,202,Hồ Chí Minh,HCM,20102000,Bưu cục 58 Vũ Tông Phan-Q.2-HCM,,,,,
350612,21313,Xã Sơn Thượng,2210,Huyện Sơn Hà,242,Quảng Ngãi,TTB,21297000,Bưu cục Thị trấn Di Lăng-Sơn Hà-Quảng Ngãi,,,,,
630607,24697,Xã Nam Đà,2151,Huyện Krông Nô,241,Đắk Nông,NTB,20591000,Bưu Cục 73 Nguyễn Tất Thành-Krông Nô-Đắk Nông,,,,,
291614,17902,Xã Nghi Phong,1854,Huyện Nghi Lộc,235,Nghệ An,BTB,22923000,Bưu Cục Đường K34-Vinh Lộc-Nghệ An,,,,,
420403,25018,Xã Đinh Lạc,3160,Huyện Di Linh,209,Lâm Đồng,NTB,20942000,Bưu Cục 1322 Hùng Vương-Di Linh-Lâm Đồng,,,,,
150110,07906,Phường Thọ Sơn,1602,Thành phố Việt Trì,229,Phú Thọ,TNT,22875000,Bưu Cục 1165 Đại Lộ Hùng Vương-Thanh Miếu-Phú Thọ,,,,,
351307,21334,Xã Sơn Mùa,3270,Huyện Sơn Tây,242,Quảng Ngãi,TTB,21297000,Bưu cục Thị trấn Di Lăng-Sơn Hà-Quảng Ngãi,,,,,
270108,14335,Phường Phúc Thành,1615,Thành phố Ninh Bình,233,Ninh Bình,TNT,21626000,Bưu Cục 26 Phạm Thận Duật-Bích Đào-Ninh Bình,,,,,
420406,25051,Xã Gia Bắc,3160,Huyện Di Linh,209,Lâm Đồng,NTB,20942000,Bưu Cục 1322 Hùng Vương-Di Linh-Lâm Đồng,,,,,
420416,25009,Xã Tân Châu,3160,Huyện Di Linh,209,Lâm Đồng,NTB,20942000,Bưu Cục 1322 Hùng Vương-Di Linh-Lâm Đồng,,,,,
80412,02917,Xã Thái Niên,2073,Huyện Bảo Thắng,269,Lào Cai,TBB,20982000,Bưu Cục Thôn Tả Hà 3-Bảo Thắng-Lào Cai,,,,,
421005,24901,Xã Đông Thanh,1958,Huyện Lâm Hà,209,Lâm Đồng,NTB,21458000,Bưu Cục TDP Ba Đình-Lâm Hà-Lâm Đồng,,,,,
1B1604,09583,Phường Quang Trung,1711,Thị xã Sơn Tây,201,Hà Nội,HNO,20934000,Bưu Cục 203 La Thành-Sơn Tây-HN,,,,,
450203,22813,Xã Lâm Sơn,1855,Huyện Ninh Sơn,261,Ninh Thuận,NTB,20316000,Bưu Cục 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,,,,,
540507,30856,Xã Tân Thành,1831,Huyện Tân Hiệp,219,Kiên Giang,TNB,22810000,Bưu Cục 729 Đông An-Xã Tân Hiệp-Kiên Giang,,,,,
80413,02935,Xã Trì Quang,2073,Huyện Bảo Thắng,269,Lào Cai,TBB,20982000,Bưu Cục Thôn Tả Hà 3-Bảo Thắng-Lào Cai,,,,,
80703,02974,Xã Cam Cọn,1891,Huyện Bảo Yên,269,Lào Cai,TBB,20982000,Bưu Cục Thôn Tả Hà 3-Bảo Thắng-Lào Cai,,,,,
420414,25048,Xã Sơn Điền,3160,Huyện Di Linh,209,Lâm Đồng,NTB,20942000,Bưu Cục 1322 Hùng Vương-Di Linh-Lâm Đồng,,,,,
140807,04069,Xã Chiềng Sàng,2267,Huyện Yên Châu,266,Sơn La,TBB,22429000,Bưu Cục 266 Đường 8 Tháng 5-Xã Yên Châu-Sơn La,,,,,
351305,21341,Xã Sơn Long,3270,Huyện Sơn Tây,242,Quảng Ngãi,TTB,21297000,Bưu cục Thị trấn Di Lăng-Sơn Hà-Quảng Ngãi,,,,,
351401,,Xã Trà Khê,2222,Huyện Tây Trà,242,Quảng Ngãi,TTB,21297000,Bưu cục Thị trấn Di Lăng-Sơn Hà-Quảng Ngãi,,,,,
800299,21150,Xã Trà Tây,3304,Huyện Trà Bồng,242,Quảng Ngãi,TTB,21297000,Bưu cục Thị trấn Di Lăng-Sơn Hà-Quảng Ngãi,,,,,
290617,17188,Xã Quỳnh Minh,1848,Huyện Quỳnh Lưu,235,Nghệ An,BTB,20862000,Bưu Cục Xóm 8 Quỳnh Hậu-Quỳnh Lưu-Nghệ An,,,,,
450504,22786,Xã Phước Hòa,3129,Huyện Bác Ái,261,Ninh Thuận,NTB,20316000,Bưu Cục 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,,,,,
420401,25000,Thị trấn Di Linh,3160,Huyện Di Linh,209,Lâm Đồng,NTB,20942000,Bưu Cục 1322 Hùng Vương-Di Linh-Lâm Đồng,,,,,
420402,25033,Xã Bảo Thuận,3160,Huyện Di Linh,209,Lâm Đồng,NTB,20942000,Bưu Cục 1322 Hùng Vương-Di Linh-Lâm Đồng,,,,,
80409,02944,Xã Phú Nhuận,2073,Huyện Bảo Thắng,269,Lào Cai,TBB,20982000,Bưu Cục Thôn Tả Hà 3-Bảo Thắng-Lào Cai,,,,,
270101,14332,Phường Bích Đào,1615,Thành phố Ninh Bình,233,Ninh Bình,TNT,21626000,Bưu Cục 26 Phạm Thận Duật-Bích Đào-Ninh Bình,,,,,
91433,,Phường Vân Giang,1944,Huyện Hoa Lư,233,Ninh Bình,TNT,21626000,Bưu Cục 26 Phạm Thận Duật-Bích Đào-Ninh Bình,,,,,
491307,28177,Xã Mỹ Lộc,1907,Huyện Cần Giuộc,211,Long An,DNB,22849000,Bưu Cục Ấp Ngoài-Xã Phước Lý-Long An,,,,,
1B1606,09601,Phường Trung Hưng,1711,Thị xã Sơn Tây,201,Hà Nội,HNO,20934000,Bưu Cục 203 La Thành-Sơn Tây-HN,,,,,
450201,22810,Thị trấn Tân Sơn,1855,Huyện Ninh Sơn,261,Ninh Thuận,NTB,20316000,Bưu Cục 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,,,,,
91469,,Xã Phúc Thọ,1617,Thành phố Vinh,235,Nghệ An,BTB,22923000,Bưu Cục Đường K34-Vinh Lộc-Nghệ An,,,,,
150102,07915,Phường Bến Gót,1602,Thành phố Việt Trì,229,Phú Thọ,TNT,22875000,Bưu Cục 1165 Đại Lộ Hùng Vương-Thanh Miếu-Phú Thọ,,,,,
350605,21307,Xã Sơn Giang,2210,Huyện Sơn Hà,242,Quảng Ngãi,TTB,21297000,Bưu cục Thị trấn Di Lăng-Sơn Hà-Quảng Ngãi,,,,,
80403,02908,Thị trấn Tằng Loỏng,2073,Huyện Bảo Thắng,269,Lào Cai,TBB,20982000,Bưu Cục Thôn Tả Hà 3-Bảo Thắng-Lào Cai,,,,,
450208,22819,Xã Quảng Sơn,1855,Huyện Ninh Sơn,261,Ninh Thuận,NTB,20316000,Bưu Cục 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,,,,,
620310,03361,Xã Na Ư,1923,Huyện Điện Biên,265,Điện Biên,TBB,21438000,Bưu Cục Thôn 24-xã Noong Hẹt-Điện Biên,,,,,
560108,28759,Phường 8,1558,Thành phố Bến Tre,213,Bến Tre,ĐCL,1180,Bưu Cục 89 Nguyễn Thị Định-TP.Bến Tre,,,,,
