ghn_ward_id,ma_xa,ten_xa,ghn_district_id,ten_huyen,ghn_province_id,ten_tinh,region,buu_cuc_ma,buu_cuc_ten,am_name,am_phone,nhan_vien,sl_lay,sl_giao
460801,25654,Thị trấn Gò Dầu,1866,Huyện Gò Dầu,240,Tây Ninh,DNB,20725000,Bưu Cục 156 Quốc Lộ 22-Gò Dầu-Tây Ninh,,,,,
91415,,Xã Mỹ Tân,1613,Thành phố Nam Định,231,Nam Định,TNT,21509000,Bưu Cục Quốc lộ 21B-Mỹ Hưng-Mỹ Lộc-Nam Định,,,,,
401511,24328,Xã Ea Drông,1788,Thị xã Buôn Hồ,210,Đắk Lắk,TNG,20600000,Bưu Cục 204 Trần Hưng Đạo-Buôn Hồ-Đắk Lắk,,,,,
401505,24322,Phường Đoàn Kết,1788,Thị xã Buôn Hồ,210,Đắk Lắk,TNG,20600000,Bưu Cục 204 Trần Hưng Đạo-Buôn Hồ-Đắk Lắk,,,,,
630503,24718,Xã Đắk Môl,2120,Huyện Đắk Song,241,Đắk Nông,NTB,21477000,Bưu Cục Quốc Lộ 14-Đức An-Đắk Song-Đăk Nông,,,,,
630501,24717,Thị trấn Đức An,2120,Huyện Đắk Song,241,Đắk Nông,NTB,21477000,Bưu Cục Quốc Lộ 14-Đức An-Đắk Song-Đăk Nông,,,,,
481108,26353,Xã Xuân Bảo,1702,Huyện Cẩm Mỹ,204,Đồng Nai,DNB,21352000,Bưu Cục Xã Long Giao-Cẩm Mỹ-Đồng Nai,,,,,
481104,26335,Xã Nhân Nghĩa,1702,Huyện Cẩm Mỹ,204,Đồng Nai,DNB,21352000,Bưu Cục Xã Long Giao-Cẩm Mỹ-Đồng Nai,,,,,
250210,13714,Xã Mỹ Tiến,1981,Huyện Mỹ Lộc,231,Nam Định,TNT,21509000,Bưu Cục Quốc lộ 21B-Mỹ Hưng-Mỹ Lộc-Nam Định,,,,,
480707,26461,Xã Xuân Định,1704,Huyện Xuân Lộc,204,Đồng Nai,DNB,20756000,Bưu Cục Ấp Việt Kiều QL1A-Xuân Lộc-Đồng Nai,,,,,
91418,,Xã Mỹ Lộc,1613,Thành phố Nam Định,231,Nam Định,TNT,21509000,Bưu Cục Quốc lộ 21B-Mỹ Hưng-Mỹ Lộc-Nam Định,,,,,
481101,26350,Xã Bảo Bình,1702,Huyện Cẩm Mỹ,204,Đồng Nai,DNB,21352000,Bưu Cục Xã Long Giao-Cẩm Mỹ-Đồng Nai,,,,,
481110,26338,Xã Xuân Đường,1702,Huyện Cẩm Mỹ,204,Đồng Nai,DNB,21352000,Bưu Cục Xã Long Giao-Cẩm Mỹ-Đồng Nai,,,,,
91414,,Xã Mỹ Trung,1613,Thành phố Nam Định,231,Nam Định,TNT,21509000,Bưu Cục Quốc lộ 21B-Mỹ Hưng-Mỹ Lộc-Nam Định,,,,,
250106,13687,Phường Lộc Vượng,1613,Thành phố Nam Định,231,Nam Định,TNT,21509000,Bưu Cục Quốc lộ 21B-Mỹ Hưng-Mỹ Lộc-Nam Định,,,,,
1A0813,00304,Phường Vĩnh Hưng,1490,Quận Hoàng Mai,201,Hà Nội,HNO,20364000,Bưu Cục Số 1 Tân Khai-Q.Hoàng Mai-HN,,,,,
401510,24325,Xã Ea Blang,1788,Thị xã Buôn Hồ,210,Đắk Lắk,TNG,20600000,Bưu Cục 204 Trần Hưng Đạo-Buôn Hồ-Đắk Lắk,,,,,
401503,24332,Phường Bình Tân,1788,Thị xã Buôn Hồ,210,Đắk Lắk,TNG,20600000,Bưu Cục 204 Trần Hưng Đạo-Buôn Hồ-Đắk Lắk,,,,,
630502,24719,Xã Đắk Hòa,2120,Huyện Đắk Song,241,Đắk Nông,NTB,21477000,Bưu Cục Quốc Lộ 14-Đức An-Đắk Song-Đăk Nông,,,,,
481107,26347,Xã Thừa Đức,1702,Huyện Cẩm Mỹ,204,Đồng Nai,DNB,21352000,Bưu Cục Xã Long Giao-Cẩm Mỹ-Đồng Nai,,,,,
220510,12073,Xã Tân Lập,1828,Huyện Yên Mỹ,268,Hưng Yên,DSH,21493000,Bưu Cục DT 376-Ngọc Long-Yên Mỹ-Hưng Yên,,,,,
1A0807,00310,Phường Mai Động,1490,Quận Hoàng Mai,201,Hà Nội,HNO,20364000,Bưu Cục Số 1 Tân Khai-Q.Hoàng Mai-HN,,,,,
1A1217,00544,Xã Phù Đổng,1703,Huyện Gia Lâm,201,Hà Nội,HNO,21376000,Bưu Cục 36 Lý Chiêu Hoàng-Ninh Hiệp-Gia Lâm-Hà Nội,,,,,
401501,24308,Phường An Bình,1788,Thị xã Buôn Hồ,210,Đắk Lắk,TNG,20600000,Bưu Cục 204 Trần Hưng Đạo-Buôn Hồ-Đắk Lắk,,,,,
630508,24724,Xã Thuận Hạnh,2120,Huyện Đắk Song,241,Đắk Nông,NTB,21477000,Bưu Cục Quốc Lộ 14-Đức An-Đắk Song-Đăk Nông,,,,,
250209,13732,Xã Mỹ Thuận,1981,Huyện Mỹ Lộc,231,Nam Định,TNT,21509000,Bưu Cục Quốc lộ 21B-Mỹ Hưng-Mỹ Lộc-Nam Định,,,,,
250207,13738,Xã Mỹ Thành,1981,Huyện Mỹ Lộc,231,Nam Định,TNT,21509000,Bưu Cục Quốc lộ 21B-Mỹ Hưng-Mỹ Lộc-Nam Định,,,,,
91411,,Phường Hưng Lộc,1613,Thành phố Nam Định,231,Nam Định,TNT,21509000,Bưu Cục Quốc lộ 21B-Mỹ Hưng-Mỹ Lộc-Nam Định,,,,,
610409,32108,Xã Khánh Lộc,2038,Huyện Trần Văn Thời,252,Cà Mau,TNB,20358000,Bưu Cục 137 Đường 30/04-Trần Văn Thời-Cà Mau,,,,,
250201,13708,Thị trấn Mỹ Lộc,1981,Huyện Mỹ Lộc,231,Nam Định,TNT,21509000,Bưu Cục Quốc lộ 21B-Mỹ Hưng-Mỹ Lộc-Nam Định,,,,,
91413,,Xã Mỹ Thắng,1613,Thành phố Nam Định,231,Nam Định,TNT,21509000,Bưu Cục Quốc lộ 21B-Mỹ Hưng-Mỹ Lộc-Nam Định,,,,,
401502,24305,Phường An Lạc,1788,Thị xã Buôn Hồ,210,Đắk Lắk,TNG,20600000,Bưu Cục 204 Trần Hưng Đạo-Buôn Hồ-Đắk Lắk,,,,,
401504,24318,Phường Đạt Hiếu,1788,Thị xã Buôn Hồ,210,Đắk Lắk,TNG,20600000,Bưu Cục 204 Trần Hưng Đạo-Buôn Hồ-Đắk Lắk,,,,,
401508,24337,Xã Bình Thuận,1788,Thị xã Buôn Hồ,210,Đắk Lắk,TNG,20600000,Bưu Cục 204 Trần Hưng Đạo-Buôn Hồ-Đắk Lắk,,,,,
630505,24721,Xã Nam Bình,2120,Huyện Đắk Song,241,Đắk Nông,NTB,21477000,Bưu Cục Quốc Lộ 14-Đức An-Đắk Song-Đăk Nông,,,,,
480714,26437,Xã Xuân Thọ,1704,Huyện Xuân Lộc,204,Đồng Nai,DNB,20756000,Bưu Cục Ấp Việt Kiều QL1A-Xuân Lộc-Đồng Nai,,,,,
630507,24722,Xã Thuận Hà,2120,Huyện Đắk Song,241,Đắk Nông,NTB,21477000,Bưu Cục Quốc Lộ 14-Đức An-Đắk Song-Đăk Nông,,,,,
91417,,Xã Mỹ Thuận,1613,Thành phố Nam Định,231,Nam Định,TNT,21509000,Bưu Cục Quốc lộ 21B-Mỹ Hưng-Mỹ Lộc-Nam Định,,,,,
610413,32107,Xã Trần Hợi,2038,Huyện Trần Văn Thời,252,Cà Mau,TNB,20358000,Bưu Cục 137 Đường 30/04-Trần Văn Thời-Cà Mau,,,,,
460806,25669,Xã Phước Thạnh,1866,Huyện Gò Dầu,240,Tây Ninh,DNB,20725000,Bưu Cục 156 Quốc Lộ 22-Gò Dầu-Tây Ninh,,,,,
250206,13717,Xã Mỹ Thắng,1981,Huyện Mỹ Lộc,231,Nam Định,TNT,21509000,Bưu Cục Quốc lộ 21B-Mỹ Hưng-Mỹ Lộc-Nam Định,,,,,
220412,12208,Xã Đông Tảo,1826,Huyện Khoái Châu,268,Hưng Yên,DSH,21493000,Bưu Cục DT 376-Ngọc Long-Yên Mỹ-Hưng Yên,,,,,
610410,32122,Xã Lợi An,2038,Huyện Trần Văn Thời,252,Cà Mau,TNB,20358000,Bưu Cục 137 Đường 30/04-Trần Văn Thời-Cà Mau,,,,,
91387,,Xã Nguyễn Văn Linh,1828,Huyện Yên Mỹ,268,Hưng Yên,DSH,21493000,Bưu Cục DT 376-Ngọc Long-Yên Mỹ-Hưng Yên,,,,,
440502,25951,Phường Bình An,1540,Thành phố Dĩ An,205,Bình Dương,HCM,22471000,Bưu Cục 150 Đường DT743A-TP.Dĩ An-Bình Dương,,,,,
610408,32113,Xã Khánh Hưng,2038,Huyện Trần Văn Thời,252,Cà Mau,TNB,20358000,Bưu Cục 137 Đường 30/04-Trần Văn Thời-Cà Mau,,,,,
460808,25657,Xã Thạnh Đức,1866,Huyện Gò Dầu,240,Tây Ninh,DNB,20725000,Bưu Cục 156 Quốc Lộ 22-Gò Dầu-Tây Ninh,,,,,
480702,26464,Xã Bảo Hoà,1704,Huyện Xuân Lộc,204,Đồng Nai,DNB,20756000,Bưu Cục Ấp Việt Kiều QL1A-Xuân Lộc-Đồng Nai,,,,,
1A1219,00547,Xã Trung Mầu,1703,Huyện Gia Lâm,201,Hà Nội,HNO,21376000,Bưu Cục 36 Lý Chiêu Hoàng-Ninh Hiệp-Gia Lâm-Hà Nội,,,,,
460804,25663,Xã Hiệp Thạnh,1866,Huyện Gò Dầu,240,Tây Ninh,DNB,20725000,Bưu Cục 156 Quốc Lộ 22-Gò Dầu-Tây Ninh,,,,,
481111,26344,Xã Xuân Mỹ,1702,Huyện Cẩm Mỹ,204,Đồng Nai,DNB,21352000,Bưu Cục Xã Long Giao-Cẩm Mỹ-Đồng Nai,,,,,
220503,12055,Xã Giai Phạm,1828,Huyện Yên Mỹ,268,Hưng Yên,DSH,21493000,Bưu Cục DT 376-Ngọc Long-Yên Mỹ-Hưng Yên,,,,,
800337,,,,,,,BTB,1133,Bưu Cục Đại Lộ CSEDP-TP.Thanh Hóa,,,,,
460807,25675,Xã Phước Trạch,1866,Huyện Gò Dầu,240,Tây Ninh,DNB,20725000,Bưu Cục 156 Quốc Lộ 22-Gò Dầu-Tây Ninh,,,,,
800336,,,,,,,BTB,1133,Bưu Cục Đại Lộ CSEDP-TP.Thanh Hóa,,,,,
480711,26458,Xã Xuân Phú,1704,Huyện Xuân Lộc,204,Đồng Nai,DNB,20756000,Bưu Cục Ấp Việt Kiều QL1A-Xuân Lộc-Đồng Nai,,,,,
481112,26332,Xã Xuân Quế,1702,Huyện Cẩm Mỹ,204,Đồng Nai,DNB,21352000,Bưu Cục Xã Long Giao-Cẩm Mỹ-Đồng Nai,,,,,
220502,12061,Xã Đồng Than,1828,Huyện Yên Mỹ,268,Hưng Yên,DSH,21493000,Bưu Cục DT 376-Ngọc Long-Yên Mỹ-Hưng Yên,,,,,
220509,12064,Xã Ngọc Long,1828,Huyện Yên Mỹ,268,Hưng Yên,DSH,21493000,Bưu Cục DT 376-Ngọc Long-Yên Mỹ-Hưng Yên,,,,,
91260,,Xã Thiên Đức,1703,Huyện Gia Lâm,201,Hà Nội,HNO,21376000,Bưu Cục 36 Lý Chiêu Hoàng-Ninh Hiệp-Gia Lâm-Hà Nội,,,,,
401512,24334,Xã Ea Siên,1788,Thị xã Buôn Hồ,210,Đắk Lắk,TNG,20600000,Bưu Cục 204 Trần Hưng Đạo-Buôn Hồ-Đắk Lắk,,,,,
480703,26467,Xã Lang Minh,1704,Huyện Xuân Lộc,204,Đồng Nai,DNB,20756000,Bưu Cục Ấp Việt Kiều QL1A-Xuân Lộc-Đồng Nai,,,,,
220513,12085,Xã Trung Hòa,1828,Huyện Yên Mỹ,268,Hưng Yên,DSH,21493000,Bưu Cục DT 376-Ngọc Long-Yên Mỹ-Hưng Yên,,,,,
170114,06697,Phường Hồng Hà,1604,Thành phố Hạ Long,230,Quảng Ninh,XBG,20952000,Bưu Cục Cột 5-Hạ Long-Quảng Ninh,,,,,
91416,,Xã Mỹ Phúc,1613,Thành phố Nam Định,231,Nam Định,TNT,21509000,Bưu Cục Quốc lộ 21B-Mỹ Hưng-Mỹ Lộc-Nam Định,,,,,
1A0502,00094,Phường Nhật Tân,1492,Quận Tây Hồ,201,Hà Nội,HNO,22708000,Bưu Cục Hàng Vừa 17 Phố Phú Thượng-Q.Tây Hồ-HN,,,,,
11012,00610,Phường Xuân Đỉnh,1482,Quận Bắc Từ Liêm,201,Hà Nội,HNO,22708000,Bưu Cục Hàng Vừa 17 Phố Phú Thượng-Q.Tây Hồ-HN,,,,,
401509,24340,Xã Cư Bao,1788,Thị xã Buôn Hồ,210,Đắk Lắk,TNG,20600000,Bưu Cục 204 Trần Hưng Đạo-Buôn Hồ-Đắk Lắk,,,,,
480705,26452,Xã Suối Cát,1704,Huyện Xuân Lộc,204,Đồng Nai,DNB,20756000,Bưu Cục Ấp Việt Kiều QL1A-Xuân Lộc-Đồng Nai,,,,,
170110,06652,Phường Hà Phong,1604,Thành phố Hạ Long,230,Quảng Ninh,XBG,20952000,Bưu Cục Cột 5-Hạ Long-Quảng Ninh,,,,,
170111,06667,Phường Hà Trung,1604,Thành phố Hạ Long,230,Quảng Ninh,XBG,20952000,Bưu Cục Cột 5-Hạ Long-Quảng Ninh,,,,,
220505,12067,Xã Liêu Xá,1828,Huyện Yên Mỹ,268,Hưng Yên,DSH,21493000,Bưu Cục DT 376-Ngọc Long-Yên Mỹ-Hưng Yên,,,,,
610404,32116,Xã Khánh Bình Đông,2038,Huyện Trần Văn Thời,252,Cà Mau,TNB,20358000,Bưu Cục 137 Đường 30/04-Trần Văn Thời-Cà Mau,,,,,
250208,13735,Xã Mỹ Thịnh,1981,Huyện Mỹ Lộc,231,Nam Định,TNT,21509000,Bưu Cục Quốc lộ 21B-Mỹ Hưng-Mỹ Lộc-Nam Định,,,,,
460809,25678,Xã Thanh Phước,1866,Huyện Gò Dầu,240,Tây Ninh,DNB,20725000,Bưu Cục 156 Quốc Lộ 22-Gò Dầu-Tây Ninh,,,,,
480706,26428,Xã Xuân Bắc,1704,Huyện Xuân Lộc,204,Đồng Nai,DNB,20756000,Bưu Cục Ấp Việt Kiều QL1A-Xuân Lộc-Đồng Nai,,,,,
401506,24311,Phường Thiện An,1788,Thị xã Buôn Hồ,210,Đắk Lắk,TNG,20600000,Bưu Cục 204 Trần Hưng Đạo-Buôn Hồ-Đắk Lắk,,,,,
170115,06688,Phường Hồng Hải,1604,Thành phố Hạ Long,230,Quảng Ninh,XBG,20952000,Bưu Cục Cột 5-Hạ Long-Quảng Ninh,,,,,
610402,32095,Thị trấn Trần Văn Thời,2038,Huyện Trần Văn Thời,252,Cà Mau,TNB,20358000,Bưu Cục 137 Đường 30/04-Trần Văn Thời-Cà Mau,,,,,
610412,32125,Xã Phong Lạc,2038,Huyện Trần Văn Thời,252,Cà Mau,TNB,20358000,Bưu Cục 137 Đường 30/04-Trần Văn Thời-Cà Mau,,,,,
481103,26341,Xã Long Giao,1702,Huyện Cẩm Mỹ,204,Đồng Nai,DNB,21352000,Bưu Cục Xã Long Giao-Cẩm Mỹ-Đồng Nai,,,,,
481105,26329,Xã Sông Nhạn,1702,Huyện Cẩm Mỹ,204,Đồng Nai,DNB,21352000,Bưu Cục Xã Long Giao-Cẩm Mỹ-Đồng Nai,,,,,
250202,13711,Xã Mỹ Hà,1981,Huyện Mỹ Lộc,231,Nam Định,TNT,21509000,Bưu Cục Quốc lộ 21B-Mỹ Hưng-Mỹ Lộc-Nam Định,,,,,
250203,13729,Xã Mỹ Hưng,1981,Huyện Mỹ Lộc,231,Nam Định,TNT,21509000,Bưu Cục Quốc lộ 21B-Mỹ Hưng-Mỹ Lộc-Nam Định,,,,,
401507,24331,Phường Thống Nhất,1788,Thị xã Buôn Hồ,210,Đắk Lắk,TNG,20600000,Bưu Cục 204 Trần Hưng Đạo-Buôn Hồ-Đắk Lắk,,,,,
610403,32110,Xã Khánh Bình,2038,Huyện Trần Văn Thời,252,Cà Mau,TNB,20358000,Bưu Cục 137 Đường 30/04-Trần Văn Thời-Cà Mau,,,,,
220508,12058,Xã Nghĩa Hiệp,1828,Huyện Yên Mỹ,268,Hưng Yên,DSH,21493000,Bưu Cục DT 376-Ngọc Long-Yên Mỹ-Hưng Yên,,,,,
170112,06664,Phường Hà Tu,1604,Thành phố Hạ Long,230,Quảng Ninh,XBG,20952000,Bưu Cục Cột 5-Hạ Long-Quảng Ninh,,,,,
480117,25996,Phường Tân Phong,1536,Thành phố Biên Hòa,204,Đồng Nai,DNB,20136000,Bưu Cục 105C Đồng Khởi-Biên Hòa-Đồng Nai,,,,,
300107,18094,Phường Thạch Linh,1618,Thành phố Hà Tĩnh,236,Hà Tĩnh,BTB,1124,Bưu Cục 509 Trần Phú-TP.Hà Tĩnh,,,,,
300108,18091,Phường Thạch Quý,1618,Thành phố Hà Tĩnh,236,Hà Tĩnh,BTB,1124,Bưu Cục 509 Trần Phú-TP.Hà Tĩnh,,,,,
160609,08959,Xã Sơn Lôi,1732,Huyện Bình Xuyên,221,Vĩnh Phúc,TNT,21584000,Bưu Cục TDP Thắng Lợi-Hương Canh-Bình Xuyên-Vĩnh Phúc,,,,,
270815,14584,Xã Khánh Thiện,1714,Huyện Yên Khánh,233,Ninh Bình,TNT,20398000,Bưu Cục Quốc Lộ 10-Yên Khánh-Ninh Bình,,,,,
301102,18316,Xã Ân Phú,3320,Huyện Vũ Quang,236,Hà Tĩnh,BTB,20271001,Điểm xử lý hàng Huyện Vũ Quang-Hà Tĩnh,,,,,
220250,,Phường đặc biệt,1580,Quận Đặc Biệt,202,Hồ Chí Minh,DNB,1327,Key Account Warehouse Ho Chi Minh,,,,,
580105,29248,Phường 5,1560,Thành phố Trà Vinh,214,Trà Vinh,ĐCL,21620000,Bưu Cục Sơn Thông-Phường 9-Tp.Trà Vinh-Trà Vinh,,,,,
290111,16687,Phường Lê Mao,1617,Thành phố Vinh,235,Nghệ An,BTB,21314000,Bưu Cục Quang Trung-Vinh-Nghệ An,,,,,
800025,18346,Xã Quang Thọ,3320,Huyện Vũ Quang,236,Hà Tĩnh,BTB,20271001,Điểm xử lý hàng Huyện Vũ Quang-Hà Tĩnh,,,,,
240203,13333,Xã Bạch Thượng,1802,Thị xã Duy Tiên,232,Hà Nam,TNT,21435000,Bưu Cục Xã Nhật Tựu-Kim Bảng-Hà Nam,,,,,
22015,27601,Xã Vĩnh Lộc A,1533,Huyện Bình Chánh,202,Hồ Chí Minh,HCM,22030000,Bưu Cục Vĩnh Lộc A-Bình Chánh-HCM,,,,,
91412,,Xã Mỹ Hà,1613,Thành phố Nam Định,231,Nam Định,TNT,21509000,Bưu Cục Quốc lộ 21B-Mỹ Hưng-Mỹ Lộc-Nam Định,,,,,
440503,25954,Phường Bình Thắng,1540,Thành phố Dĩ An,205,Bình Dương,HCM,22471000,Bưu Cục 150 Đường DT743A-TP.Dĩ An-Bình Dương,,,,,
381310,,Xã HNol,2118,Huyện Đắk Đoa,207,Gia Lai,TNG,20327000,Bưu cục 236A Nguyễn Huệ-Đak Đoa-Gia Lai,,,,,
540304,30805,Xã Dương Hòa,1950,Huyện Kiên Lương,219,Kiên Giang,TNB,20736000,Bưu Cục 211 Quốc Lộ 80-Kiên Lương-Kiên Giang,,,,,
240312,13399,Xã Nhật Tựu,1952,Huyện Kim Bảng,232,Hà Nam,TNT,21435000,Bưu Cục Xã Nhật Tựu-Kim Bảng-Hà Nam,,,,,
480911,26470,Xã Phước Thiền,1708,Huyện Nhơn Trạch,204,Đồng Nai,DNB,21308000,Bưu Cục Phước Thiền-Nhơn Trạch-Đồng Nai,,,,,
300112,,Xã Thạch Đồng,1618,Thành phố Hà Tĩnh,236,Hà Tĩnh,BTB,1124,Bưu Cục 509 Trần Phú-TP.Hà Tĩnh,,,,,
541501,30797,Xã Phú Lợi,2134,Huyện Giang Thành,219,Kiên Giang,TNB,20736000,Bưu Cục 211 Quốc Lộ 80-Kiên Lương-Kiên Giang,,,,,
590203,31540,Xã An Lạc Tây,1949,Huyện Kế Sách,218,Sóc Trăng,TNB,21982000,Bưu Cục 32B Huyện lộ 6-TT.Kế Sách-Sóc Trăng,,,,,
800172,18106,Xã Đồng Môn,1618,Thành phố Hà Tĩnh,236,Hà Tĩnh,BTB,1124,Bưu Cục 509 Trần Phú-TP.Hà Tĩnh,,,,,
300312,18139,Xã Sơn Hồng,3201,Huyện Hương Sơn,236,Hà Tĩnh,BTB,20271001,Điểm xử lý hàng Huyện Vũ Quang-Hà Tĩnh,,,,,
160605,08962,Xã Đạo Đức,1732,Huyện Bình Xuyên,221,Vĩnh Phúc,TNT,21584000,Bưu Cục TDP Thắng Lợi-Hương Canh-Bình Xuyên-Vĩnh Phúc,,,,,
301106,18334,Xã Đức Liên,3320,Huyện Vũ Quang,236,Hà Tĩnh,BTB,20271001,Điểm xử lý hàng Huyện Vũ Quang-Hà Tĩnh,,,,,
290116,16714,Phường Vinh Tân,1617,Thành phố Vinh,235,Nghệ An,BTB,21314000,Bưu Cục Quang Trung-Vinh-Nghệ An,,,,,
270809,14617,Xã Khánh Hồng,1714,Huyện Yên Khánh,233,Ninh Bình,TNT,20398000,Bưu Cục Quốc Lộ 10-Yên Khánh-Ninh Bình,,,,,
301104,18319,Xã Đức Giang,3320,Huyện Vũ Quang,236,Hà Tĩnh,BTB,20271001,Điểm xử lý hàng Huyện Vũ Quang-Hà Tĩnh,,,,,
540303,30809,Xã Bình Trị,1950,Huyện Kiên Lương,219,Kiên Giang,TNB,20736000,Bưu Cục 211 Quốc Lộ 80-Kiên Lương-Kiên Giang,,,,,
590210,31537,Xã Phong Nẫm,1949,Huyện Kế Sách,218,Sóc Trăng,TNB,21982000,Bưu Cục 32B Huyện lộ 6-TT.Kế Sách-Sóc Trăng,,,,,
300109,18070,Phường Trần Phú,1618,Thành phố Hà Tĩnh,236,Hà Tĩnh,BTB,1124,Bưu Cục 509 Trần Phú-TP.Hà Tĩnh,,,,,
270816,14614,Xã Khánh Thủy,1714,Huyện Yên Khánh,233,Ninh Bình,TNT,20398000,Bưu Cục Quốc Lộ 10-Yên Khánh-Ninh Bình,,,,,
1A0503,00091,Phường Phú Thượng,1492,Quận Tây Hồ,201,Hà Nội,HNO,22708000,Bưu Cục Hàng Vừa 17 Phố Phú Thượng-Q.Tây Hồ-HN,,,,,
220504,12070,Xã Hoàn Long,1828,Huyện Yên Mỹ,268,Hưng Yên,DSH,21493000,Bưu Cục DT 376-Ngọc Long-Yên Mỹ-Hưng Yên,,,,,
1A1104,00670,Xã Duyên Hà,1710,Huyện Thanh Trì,201,Hà Nội,HNO,22857000,Bưu Cục 39 KTĐC Tứ Hiệp-Thanh Trì-HN,,,,,
590202,31528,Thị trấn Kế Sách,1949,Huyện Kế Sách,218,Sóc Trăng,TNB,21982000,Bưu Cục 32B Huyện lộ 6-TT.Kế Sách-Sóc Trăng,,,,,
18199,,,,,,,BTB,20271001,Điểm xử lý hàng Huyện Vũ Quang-Hà Tĩnh,,,,,
580101,29239,Phường 1,1560,Thành phố Trà Vinh,214,Trà Vinh,ĐCL,21620000,Bưu Cục Sơn Thông-Phường 9-Tp.Trà Vinh-Trà Vinh,,,,,
580207,29305,Xã Đức Mỹ,2086,Huyện Càng Long,214,Trà Vinh,ĐCL,21620000,Bưu Cục Sơn Thông-Phường 9-Tp.Trà Vinh-Trà Vinh,,,,,
580212,29290,Xã Phương Thạnh,2086,Huyện Càng Long,214,Trà Vinh,ĐCL,21620000,Bưu Cục Sơn Thông-Phường 9-Tp.Trà Vinh-Trà Vinh,,,,,
580102,29245,Phường 2,1560,Thành phố Trà Vinh,214,Trà Vinh,ĐCL,21620000,Bưu Cục Sơn Thông-Phường 9-Tp.Trà Vinh-Trà Vinh,,,,,
58055,29398,Xã Hòa Thuận,1911,Huyện Châu Thành,214,Trà Vinh,ĐCL,21620000,Bưu Cục Sơn Thông-Phường 9-Tp.Trà Vinh-Trà Vinh,,,,,
540306,30814,Xã Hòn Nghệ,1950,Huyện Kiên Lương,219,Kiên Giang,TNB,20736000,Bưu Cục 211 Quốc Lộ 80-Kiên Lương-Kiên Giang,,,,,
160603,08968,Thị trấn Thanh Lãng,1732,Huyện Bình Xuyên,221,Vĩnh Phúc,TNT,21584000,Bưu Cục TDP Thắng Lợi-Hương Canh-Bình Xuyên-Vĩnh Phúc,,,,,
270817,14563,Xã Khánh Tiên,1714,Huyện Yên Khánh,233,Ninh Bình,TNT,20398000,Bưu Cục Quốc Lộ 10-Yên Khánh-Ninh Bình,,,,,
610304,32062,Xã Khánh Hội,2042,Huyện U Minh,252,Cà Mau,TNB,20753000,Bưu Cục Nguyễn Trung Thành Khóm 1-U Minh-Cà Mau,,,,,
610306,32048,Xã Khánh Thuận,2042,Huyện U Minh,252,Cà Mau,TNB,20753000,Bưu Cục Nguyễn Trung Thành Khóm 1-U Minh-Cà Mau,,,,,
301111,,Xã Hương Thọ,3320,Huyện Vũ Quang,236,Hà Tĩnh,BTB,20271001,Điểm xử lý hàng Huyện Vũ Quang-Hà Tĩnh,,,,,
630106,24628,Xã Đắk Nia,1627,Thành phố Gia Nghĩa,241,Đắk Nông,NTB,22048000,Bưu Cục Hùng Vương-Nghĩa Trung-Gia Nghĩa-Đắk Nông,,,,,
381307,,Xã Hà Bầu,2118,Huyện Đắk Đoa,207,Gia Lai,TNG,20327000,Bưu cục 236A Nguyễn Huệ-Đak Đoa-Gia Lai,,,,,
270811,14593,Xã Khánh Mậu,1714,Huyện Yên Khánh,233,Ninh Bình,TNT,20398000,Bưu Cục Quốc Lộ 10-Yên Khánh-Ninh Bình,,,,,
540302,30808,Xã Bình An,1950,Huyện Kiên Lương,219,Kiên Giang,TNB,20736000,Bưu Cục 211 Quốc Lộ 80-Kiên Lương-Kiên Giang,,,,,
300114,18109,Xã Thạch Hưng,1618,Thành phố Hà Tĩnh,236,Hà Tĩnh,BTB,1124,Bưu Cục 509 Trần Phú-TP.Hà Tĩnh,,,,,
301108,,Xã Hương Điền,3320,Huyện Vũ Quang,236,Hà Tĩnh,BTB,20271001,Điểm xử lý hàng Huyện Vũ Quang-Hà Tĩnh,,,,,
300313,18196,Xã Sơn Kim 1,3201,Huyện Hương Sơn,236,Hà Tĩnh,BTB,20271001,Điểm xử lý hàng Huyện Vũ Quang-Hà Tĩnh,,,,,
2202b51,,Phường đặc biệt DC,3448,Quận Đặc Biệt DC,202,Hồ Chí Minh,DNB,1327,Key Account Warehouse Ho Chi Minh,,,,,
270805,14578,Xã Khánh Cường,1714,Huyện Yên Khánh,233,Ninh Bình,TNT,20398000,Bưu Cục Quốc Lộ 10-Yên Khánh-Ninh Bình,,,,,
480902,26479,Xã Hiệp Phước,1708,Huyện Nhơn Trạch,204,Đồng Nai,DNB,21308000,Bưu Cục Phước Thiền-Nhơn Trạch-Đồng Nai,,,,,
300116,18088,Xã Thạch Trung,1618,Thành phố Hà Tĩnh,236,Hà Tĩnh,BTB,1124,Bưu Cục 509 Trần Phú-TP.Hà Tĩnh,,,,,
381311,,Xã Ia Băng,2118,Huyện Đắk Đoa,207,Gia Lai,TNG,20327000,Bưu cục 236A Nguyễn Huệ-Đak Đoa-Gia Lai,,,,,
240210,13357,Xã Hoàng Đông,1802,Thị xã Duy Tiên,232,Hà Nam,TNT,21435000,Bưu Cục Xã Nhật Tựu-Kim Bảng-Hà Nam,,,,,
290113,16681,Phường Quang Trung,1617,Thành phố Vinh,235,Nghệ An,BTB,21314000,Bưu Cục Quang Trung-Vinh-Nghệ An,,,,,
